,Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Incoming,Unavailable,Committed,Available,On hand
1131,halter-neck-printed-tshirt,Halter Neck Printed Tshirt,Style Size,L,,,,,ZZ09399-L,,,Shop location,0,0,0,9,9
1132,halter-neck-printed-tshirt,Halter Neck Printed Tshirt,Style Size,XL,,,,,ZZ09399-XL,,,Shop location,0,0,0,11,11
1133,halter-neck-printed-tshirt,Halter Neck Printed Tshirt,Style Size,XXL,,,,,ZZ09399-XXL,,,Shop location,0,0,0,5,5
1134,long-sleeve-front-detailed-gray-tshirt,Long Sleeve Front Detailed Gray Tshirt,Style Size,XS,,,,,ZZ09396-XS,,,Shop location,0,0,0,2,2
1135,long-sleeve-front-detailed-gray-tshirt,Long Sleeve Front Detailed Gray Tshirt,Style Size,S,,,,,ZZ09396-S,,,Shop location,0,0,0,1,1
1136,long-sleeve-front-detailed-gray-tshirt,Long Sleeve Front Detailed Gray Tshirt,Style Size,M,,,,,ZZ09396-M,,,Shop location,0,0,0,3,3
1137,long-sleeve-front-detailed-gray-tshirt,Long Sleeve Front Detailed Gray Tshirt,Style Size,L,,,,,ZZ09396-L,,,Shop location,0,0,0,2,2
1138,long-sleeve-front-detailed-gray-tshirt,Long Sleeve Front Detailed Gray Tshirt,Style Size,XL,,,,,ZZ09396-XL,,,Shop location,0,0,0,4,4
1139,long-sleeve-front-detailed-gray-tshirt,Long Sleeve Front Detailed Gray Tshirt,Style Size,XXL,,,,,ZZ09396-XXL,,,Shop location,0,0,0,1,1
1140,long-sleeve-front-detailed-purple-tshirt,Long Sleeve Front Detailed Purple Tshirt,Style Size,XS,,,,,ZZ09397-XS,,,Shop location,0,0,0,3,3
1141,long-sleeve-front-detailed-purple-tshirt,Long Sleeve Front Detailed Purple Tshirt,Style Size,S,,,,,ZZ09397-S,,,Shop location,0,0,0,3,3
1142,long-sleeve-front-detailed-purple-tshirt,Long Sleeve Front Detailed Purple Tshirt,Style Size,M,,,,,ZZ09397-M,,,Shop location,0,0,0,4,4
1143,long-sleeve-front-detailed-purple-tshirt,Long Sleeve Front Detailed Purple Tshirt,Style Size,L,,,,,ZZ09397-L,,,Shop location,0,0,0,2,2
1144,long-sleeve-front-detailed-purple-tshirt,Long Sleeve Front Detailed Purple Tshirt,Style Size,XL,,,,,ZZ09397-XL,,,Shop location,0,0,0,1,1
1145,long-sleeve-front-detailed-purple-tshirt,Long Sleeve Front Detailed Purple Tshirt,Style Size,XXL,,,,,ZZ09397-XXL,,,Shop location,0,0,0,0,0
1146,mixed-contrast-crew-neck-tshirt,Mixed Contrast Crew Neck Tshirt,Style Size,XS,,,,,ZZ09393-XS,,,Shop location,0,0,0,3,3
1147,mixed-contrast-crew-neck-tshirt,Mixed Contrast Crew Neck Tshirt,Style Size,S,,,,,ZZ09393-S,,,Shop location,0,0,0,4,4
1148,mixed-contrast-crew-neck-tshirt,Mixed Contrast Crew Neck Tshirt,Style Size,M,,,,,ZZ09393-M,,,Shop location,0,0,0,1,1
1149,mixed-contrast-crew-neck-tshirt,Mixed Contrast Crew Neck Tshirt,Style Size,L,,,,,ZZ09393-L,,,Shop location,0,0,0,5,5
1150,unity-solid-vneck-sleeveless-brown-blouse,Unity Solid Vneck Sleeveless Brown Blouse,Style Size,XS,,,,,ZZ09316-XS,,,Shop location,0,0,0,2,2
1151,unity-solid-vneck-sleeveless-brown-blouse,Unity Solid Vneck Sleeveless Brown Blouse,Style Size,S,,,,,ZZ09316-S,,,Shop location,0,0,0,2,2
1152,unity-solid-vneck-sleeveless-brown-blouse,Unity Solid Vneck Sleeveless Brown Blouse,Style Size,M,,,,,ZZ09316-M,,,Shop location,0,0,0,7,7
1153,unity-solid-vneck-sleeveless-brown-blouse,Unity Solid Vneck Sleeveless Brown Blouse,Style Size,L,,,,,ZZ09316-L,,,Shop location,0,0,0,3,3
1154,unity-solid-vneck-sleeveless-brown-blouse,Unity Solid Vneck Sleeveless Brown Blouse,Style Size,XL,,,,,ZZ09316-XL,,,Shop location,0,0,0,0,0
1155,unity-solid-vneck-sleeveless-brown-blouse,Unity Solid Vneck Sleeveless Brown Blouse,Style Size,XXL,,,,,ZZ09316-XXL,,,Shop location,0,0,0,0,0
1156,unity-solid-vneck-sleeveless-green-blouse,Unity Solid Vneck Sleeveless Green Blouse,Style Size,XS,,,,,ZZ09317-XS,,,Shop location,0,0,0,2,2
1157,unity-solid-vneck-sleeveless-green-blouse,Unity Solid Vneck Sleeveless Green Blouse,Style Size,S,,,,,ZZ09317-S,,,Shop location,0,0,0,3,3
1158,unity-solid-vneck-sleeveless-green-blouse,Unity Solid Vneck Sleeveless Green Blouse,Style Size,M,,,,,ZZ09317-M,,,Shop location,0,0,0,1,1
1159,unity-solid-vneck-sleeveless-green-blouse,Unity Solid Vneck Sleeveless Green Blouse,Style Size,L,,,,,ZZ09317-L,,,Shop location,0,0,0,2,2
1160,unity-solid-vneck-sleeveless-green-blouse,Unity Solid Vneck Sleeveless Green Blouse,Style Size,XL,,,,,ZZ09317-XL,,,Shop location,0,0,0,3,3
1161,unity-solid-vneck-sleeveless-green-blouse,Unity Solid Vneck Sleeveless Green Blouse,Style Size,XXL,,,,,ZZ09317-XXL,,,Shop location,0,0,0,0,0
1162,vneck-flared-sleeve-white-top,Vneck Flared Sleeve White Top,Style Size,XS,,,,,ZZ09269-XS,,,Shop location,0,0,0,4,4
1163,vneck-flared-sleeve-white-top,Vneck Flared Sleeve White Top,Style Size,S,,,,,ZZ09269-S,,,Shop location,0,0,0,3,3
1164,vneck-flared-sleeve-white-top,Vneck Flared Sleeve White Top,Style Size,M,,,,,ZZ09269-M,,,Shop location,0,0,0,4,4
1165,vneck-flared-sleeve-white-top,Vneck Flared Sleeve White Top,Style Size,L,,,,,ZZ09269-L,,,Shop location,0,0,0,7,7
1166,vneck-flared-sleeve-white-top,Vneck Flared Sleeve White Top,Style Size,XL,,,,,ZZ09269-XL,,,Shop location,0,0,0,0,0
1167,vneck-flared-sleeve-white-top,Vneck Flared Sleeve White Top,Style Size,XXL,,,,,ZZ09269-XXL,,,Shop location,0,0,0,0,0
1168,vneck-flared-sleeve-yellow-top,Vneck Flared Sleeve Yellow Top,Style Size,XS,,,,,ZZ09268-XS,,,Shop location,0,0,0,3,3
1169,vneck-flared-sleeve-yellow-top,Vneck Flared Sleeve Yellow Top,Style Size,S,,,,,ZZ09268-S,,,Shop location,0,0,0,4,4
1170,vneck-flared-sleeve-yellow-top,Vneck Flared Sleeve Yellow Top,Style Size,M,,,,,ZZ09268-M,,,Shop location,0,0,0,7,7
1171,vneck-flared-sleeve-yellow-top,Vneck Flared Sleeve Yellow Top,Style Size,L,,,,,ZZ09268-L,,,Shop location,0,0,0,7,7
1172,vneck-flared-sleeve-yellow-top,Vneck Flared Sleeve Yellow Top,Style Size,XL,,,,,ZZ09268-XL,,,Shop location,0,0,0,4,4
1173,vneck-flared-sleeve-yellow-top,Vneck Flared Sleeve Yellow Top,Style Size,XXL,,,,,ZZ09268-XXL,,,Shop location,0,0,0,2,2
1174,basic-sleeveless-buttoned-laurel-green-top,Basic Sleeveless Buttoned Laurel Green Top,Style Size,XS,,,,,ZZ09335-XS,,,Shop location,0,0,0,2,2
1175,basic-sleeveless-buttoned-laurel-green-top,Basic Sleeveless Buttoned Laurel Green Top,Style Size,S,,,,,ZZ09335-S,,,Shop location,0,0,0,5,5
1176,basic-sleeveless-buttoned-laurel-green-top,Basic Sleeveless Buttoned Laurel Green Top,Style Size,M,,,,,ZZ09335-M,,,Shop location,0,0,0,4,4
1177,basic-sleeveless-buttoned-laurel-green-top,Basic Sleeveless Buttoned Laurel Green Top,Style Size,L,,,,,ZZ09335-L,,,Shop location,0,0,0,6,6
1178,basic-sleeveless-buttoned-laurel-green-top,Basic Sleeveless Buttoned Laurel Green Top,Style Size,XL,,,,,ZZ09335-XL,,,Shop location,0,0,0,2,2
1179,basic-sleeveless-buttoned-laurel-green-top,Basic Sleeveless Buttoned Laurel Green Top,Style Size,XXL,,,,,ZZ09335-XXL,,,Shop location,0,0,0,0,0
1180,basic-sleeveless-buttoned-light-mint-top,Basic Sleeveless Buttoned Light Mint Top,Style Size,XS,,,,,ZZ09334-XS,,,Shop location,0,0,0,1,1
1181,basic-sleeveless-buttoned-light-mint-top,Basic Sleeveless Buttoned Light Mint Top,Style Size,S,,,,,ZZ09334-S,,,Shop location,0,0,0,1,1
1182,basic-sleeveless-buttoned-light-mint-top,Basic Sleeveless Buttoned Light Mint Top,Style Size,M,,,,,ZZ09334-M,,,Shop location,0,0,0,3,3
1183,basic-sleeveless-buttoned-light-mint-top,Basic Sleeveless Buttoned Light Mint Top,Style Size,L,,,,,ZZ09334-L,,,Shop location,0,0,0,3,3
1184,basic-sleeveless-buttoned-light-mint-top,Basic Sleeveless Buttoned Light Mint Top,Style Size,XL,,,,,ZZ09334-XL,,,Shop location,0,0,0,1,1
1185,basic-sleeveless-buttoned-light-mint-top,Basic Sleeveless Buttoned Light Mint Top,Style Size,XXL,,,,,ZZ09334-XXL,,,Shop location,0,0,0,1,1
1186,high-waisted-linen-shift-skirt,High Waisted Linen Shift Skirt,Style Size,XS,,,,,ZZ09287-XS,,,Shop location,0,0,0,3,3
1187,high-waisted-linen-shift-skirt,High Waisted Linen Shift Skirt,Style Size,S,,,,,ZZ09287-S,,,Shop location,0,0,0,5,5
1188,high-waisted-linen-shift-skirt,High Waisted Linen Shift Skirt,Style Size,M,,,,,ZZ09287-M,,,Shop location,0,0,0,6,6
1189,high-waisted-linen-shift-skirt,High Waisted Linen Shift Skirt,Style Size,L,,,,,ZZ09287-L,,,Shop location,0,0,0,7,7
1190,high-waisted-linen-shift-skirt,High Waisted Linen Shift Skirt,Style Size,XL,,,,,ZZ09287-XL,,,Shop location,0,0,0,0,0
1191,high-waisted-linen-shift-skirt,High Waisted Linen Shift Skirt,Style Size,XXL,,,,,ZZ09287-XXL,,,Shop location,0,0,0,0,0
1192,neck-detailed-loose-fitted-linen-dress,Neck Detailed Loose Fitted Linen Dress,Style Size,XS,,,,,ZZ09336-XS,,,Shop location,0,0,0,1,1
1193,neck-detailed-loose-fitted-linen-dress,Neck Detailed Loose Fitted Linen Dress,Style Size,S,,,,,ZZ09336-S,,,Shop location,0,0,0,0,0
1194,neck-detailed-loose-fitted-linen-dress,Neck Detailed Loose Fitted Linen Dress,Style Size,M,,,,,ZZ09336-M,,,Shop location,0,0,0,1,1
1195,neck-detailed-loose-fitted-linen-dress,Neck Detailed Loose Fitted Linen Dress,Style Size,L,,,,,ZZ09336-L,,,Shop location,0,0,0,0,0
1196,neck-detailed-loose-fitted-linen-dress,Neck Detailed Loose Fitted Linen Dress,Style Size,XL,,,,,ZZ09336-XL,,,Shop location,0,0,0,2,2
1197,neck-detailed-loose-fitted-linen-dress,Neck Detailed Loose Fitted Linen Dress,Style Size,XXL,,,,,ZZ09336-XXL,,,Shop location,0,0,0,2,2
1198,pintuck-sleeve-embroidered-linen-white-dress,Pintuck Embroidered Linen White Dress,Style Size,XS,,,,,ZZ09332-XS,,,Shop location,0,0,0,2,2
1199,pintuck-sleeve-embroidered-linen-white-dress,Pintuck Embroidered Linen White Dress,Style Size,S,,,,,ZZ09332-S,,,Shop location,0,0,0,0,0
1200,half-sleeve-curved-vneck-black-top,Half Sleeve Curved Vneck Black Top,Style Size,XL,,,,,ZZ09267-XL,,,Shop location,0,0,0,0,0
1201,half-sleeve-curved-vneck-black-top,Half Sleeve Curved Vneck Black Top,Style Size,XXL,,,,,ZZ09267-XXL,,,Shop location,0,0,0,0,0
1202,half-sleeve-detailed-printed-yellow-top,Half Sleeve Detailed Printed Yellow Top,Style Size,XS,,,,,ZZ09261-XS,,,Shop location,0,0,0,1,1
1203,half-sleeve-detailed-printed-yellow-top,Half Sleeve Detailed Printed Yellow Top,Style Size,S,,,,,ZZ09261-S,,,Shop location,0,0,0,2,2
1204,half-sleeve-detailed-printed-yellow-top,Half Sleeve Detailed Printed Yellow Top,Style Size,M,,,,,ZZ09261-M,,,Shop location,0,0,0,3,3
1205,half-sleeve-detailed-printed-yellow-top,Half Sleeve Detailed Printed Yellow Top,Style Size,L,,,,,ZZ09261-L,,,Shop location,0,0,0,5,5
1206,half-sleeve-detailed-printed-yellow-top,Half Sleeve Detailed Printed Yellow Top,Style Size,XL,,,,,ZZ09261-XL,,,Shop location,0,0,0,3,3
1207,half-sleeve-detailed-printed-yellow-top,Half Sleeve Detailed Printed Yellow Top,Style Size,XXL,,,,,ZZ09261-XXL,,,Shop location,0,0,0,0,0
1208,long-sleeve-brown-chiffon-top,Long Sleeve Brown Chiffon Top,Style Size,XS,,,,,ZZ09307-XS,,,Shop location,0,0,0,3,3
1209,long-sleeve-brown-chiffon-top,Long Sleeve Brown Chiffon Top,Style Size,S,,,,,ZZ09307-S,,,Shop location,0,0,0,3,3
1210,long-sleeve-brown-chiffon-top,Long Sleeve Brown Chiffon Top,Style Size,M,,,,,ZZ09307-M,,,Shop location,0,0,0,4,4
1211,long-sleeve-brown-chiffon-top,Long Sleeve Brown Chiffon Top,Style Size,L,,,,,ZZ09307-L,,,Shop location,0,0,0,4,4
1212,long-sleeve-brown-chiffon-top,Long Sleeve Brown Chiffon Top,Style Size,XL,,,,,ZZ09307-XL,,,Shop location,0,0,0,0,0
1213,long-sleeve-brown-chiffon-top,Long Sleeve Brown Chiffon Top,Style Size,XXL,,,,,ZZ09307-XXL,,,Shop location,0,0,0,0,0
1214,long-sleeve-solid-light-green-shirt,Long Sleeve Solid Light Green Shirt,Style Size,XS,,,,,ZZ09322-XS,,,Shop location,0,0,0,2,2
1215,long-sleeve-solid-light-green-shirt,Long Sleeve Solid Light Green Shirt,Style Size,S,,,,,ZZ09322-S,,,Shop location,0,0,0,2,2
1216,long-sleeve-solid-light-green-shirt,Long Sleeve Solid Light Green Shirt,Style Size,M,,,,,ZZ09322-M,,,Shop location,0,0,0,1,1
1217,long-sleeve-solid-light-green-shirt,Long Sleeve Solid Light Green Shirt,Style Size,L,,,,,ZZ09322-L,,,Shop location,0,0,0,3,3
1218,long-sleeve-solid-light-green-shirt,Long Sleeve Solid Light Green Shirt,Style Size,XL,,,,,ZZ09322-XL,,,Shop location,0,0,0,1,1
1219,long-sleeve-solid-light-green-shirt,Long Sleeve Solid Light Green Shirt,Style Size,XXL,,,,,ZZ09322-XXL,,,Shop location,0,0,0,0,0
1220,long-sleeve-yellow-chiffon-top,Long Sleeve Yellow Chiffon Top,Style Size,XS,,,,,ZZ09306-XS,,,Shop location,0,0,0,2,2
1221,long-sleeve-yellow-chiffon-top,Long Sleeve Yellow Chiffon Top,Style Size,S,,,,,ZZ09306-S,,,Shop location,0,0,0,6,6
1222,long-sleeve-yellow-chiffon-top,Long Sleeve Yellow Chiffon Top,Style Size,M,,,,,ZZ09306-M,,,Shop location,0,0,0,3,3
1223,long-sleeve-yellow-chiffon-top,Long Sleeve Yellow Chiffon Top,Style Size,L,,,,,ZZ09306-L,,,Shop location,0,0,0,3,3
1224,long-sleeve-yellow-chiffon-top,Long Sleeve Yellow Chiffon Top,Style Size,XL,,,,,ZZ09306-XL,,,Shop location,0,0,0,0,0
1225,long-sleeve-yellow-chiffon-top,Long Sleeve Yellow Chiffon Top,Style Size,XXL,,,,,ZZ09306-XXL,,,Shop location,0,0,0,2,2
1226,oversized-ladies-black-printed-shirt,Oversized Ladies Black Printed Shirt,Style Size,XS,,,,,ZZ09252-XS,,,Shop location,0,0,0,0,0
1227,oversized-ladies-black-printed-shirt,Oversized Ladies Black Printed Shirt,Style Size,S,,,,,ZZ09252-S,,,Shop location,0,0,0,2,2
1228,oversized-ladies-black-printed-shirt,Oversized Ladies Black Printed Shirt,Style Size,M,,,,,ZZ09252-M,,,Shop location,0,0,0,4,4
1229,oversized-ladies-black-printed-shirt,Oversized Ladies Black Printed Shirt,Style Size,L,,,,,ZZ09252-L,,,Shop location,0,0,0,5,5
1230,oversized-ladies-black-printed-shirt,Oversized Ladies Black Printed Shirt,Style Size,XL,,,,,ZZ09252-XL,,,Shop location,0,0,0,0,0
1231,oversized-ladies-black-printed-shirt,Oversized Ladies Black Printed Shirt,Style Size,XXL,,,,,ZZ09252-XXL,,,Shop location,0,0,0,0,0
1232,peter-pan-collared-vintage-red-shirt,Peter Pan Collared Vintage Red Shirt,Style Size,XS,,,,,ZZ09264-XS,,,Shop location,0,0,0,1,1
1233,peter-pan-collared-vintage-red-shirt,Peter Pan Collared Vintage Red Shirt,Style Size,S,,,,,ZZ09264-S,,,Shop location,0,0,0,4,4
1234,peter-pan-collared-vintage-red-shirt,Peter Pan Collared Vintage Red Shirt,Style Size,M,,,,,ZZ09264-M,,,Shop location,0,0,0,5,5
1235,peter-pan-collared-vintage-red-shirt,Peter Pan Collared Vintage Red Shirt,Style Size,L,,,,,ZZ09264-L,,,Shop location,0,0,0,8,8
1236,peter-pan-collared-vintage-red-shirt,Peter Pan Collared Vintage Red Shirt,Style Size,XL,,,,,ZZ09264-XL,,,Shop location,0,0,0,0,0
1237,peter-pan-collared-vintage-red-shirt,Peter Pan Collared Vintage Red Shirt,Style Size,XXL,,,,,ZZ09264-XXL,,,Shop location,0,0,0,1,1
1238,two-tone-long-sleeve-vneck-blouse,Two Tone Long Sleeve Vneck Blouse,Style Size,XS,,,,,ZZ09318-XS,,,Shop location,0,0,0,0,0
1239,two-tone-long-sleeve-vneck-blouse,Two Tone Long Sleeve Vneck Blouse,Style Size,S,,,,,ZZ09318-S,,,Shop location,0,0,0,0,0
1240,two-tone-long-sleeve-vneck-blouse,Two Tone Long Sleeve Vneck Blouse,Style Size,M,,,,,ZZ09318-M,,,Shop location,0,0,0,5,5
1241,two-tone-long-sleeve-vneck-blouse,Two Tone Long Sleeve Vneck Blouse,Style Size,L,,,,,ZZ09318-L,,,Shop location,0,0,0,0,0
1242,two-tone-long-sleeve-vneck-blouse,Two Tone Long Sleeve Vneck Blouse,Style Size,XL,,,,,ZZ09318-XL,,,Shop location,0,0,0,0,0
1243,two-tone-long-sleeve-vneck-blouse,Two Tone Long Sleeve Vneck Blouse,Style Size,XXL,,,,,ZZ09318-XXL,,,Shop location,0,0,0,0,0
1244,two-tone-vneck-blue-jump-suit,Two Tone Vneck Blue Jump Suit,Style Size,XS,,,,,ZZ09303-XS,,,Shop location,0,0,0,0,0
1245,two-tone-vneck-blue-jump-suit,Two Tone Vneck Blue Jump Suit,Style Size,S,,,,,ZZ09303-S,,,Shop location,0,0,0,3,3
1246,two-tone-vneck-blue-jump-suit,Two Tone Vneck Blue Jump Suit,Style Size,M,,,,,ZZ09303-M,,,Shop location,0,0,0,6,6
1247,two-tone-vneck-blue-jump-suit,Two Tone Vneck Blue Jump Suit,Style Size,L,,,,,ZZ09303-L,,,Shop location,0,0,0,4,4
1248,two-tone-vneck-blue-jump-suit,Two Tone Vneck Blue Jump Suit,Style Size,XL,,,,,ZZ09303-XL,,,Shop location,0,0,0,3,3
1249,two-tone-vneck-blue-jump-suit,Two Tone Vneck Blue Jump Suit,Style Size,XXL,,,,,ZZ09303-XXL,,,Shop location,0,0,0,0,0
1250,loose-fitted-purple-hoodie,Loose Fitted Purple Hoodie,Style Size,M,,,,,ZZ09311-M,,,Shop location,0,0,0,2,2
1251,loose-fitted-purple-hoodie,Loose Fitted Purple Hoodie,Style Size,L,,,,,ZZ09311-L,,,Shop location,0,0,0,7,7
1252,loose-fitted-purple-hoodie,Loose Fitted Purple Hoodie,Style Size,XL,,,,,ZZ09311-XL,,,Shop location,0,0,0,6,6
1253,loose-fitted-purple-hoodie,Loose Fitted Purple Hoodie,Style Size,XXL,,,,,ZZ09311-XXL,,,Shop location,0,0,0,1,1
1254,peach-basic-crew-neck-tshirt,Peach Basic Crew Neck Tshirt,Style Size,XS,,,,,ZZ09273-XS,,,Shop location,0,0,0,3,3
1255,peach-basic-crew-neck-tshirt,Peach Basic Crew Neck Tshirt,Style Size,S,,,,,ZZ09273-S,,,Shop location,0,0,0,0,0
1256,peach-basic-crew-neck-tshirt,Peach Basic Crew Neck Tshirt,Style Size,M,,,,,ZZ09273-M,,,Shop location,0,0,0,0,0
1257,peach-basic-crew-neck-tshirt,Peach Basic Crew Neck Tshirt,Style Size,L,,,,,ZZ09273-L,,,Shop location,0,0,0,0,0
1258,peach-basic-crew-neck-tshirt,Peach Basic Crew Neck Tshirt,Style Size,XL,,,,,ZZ09273-XL,,,Shop location,0,0,0,2,2
1259,peach-basic-crew-neck-tshirt,Peach Basic Crew Neck Tshirt,Style Size,XXL,,,,,ZZ09273-XXL,,,Shop location,0,0,0,1,1
1260,sleeveless-flared-printed-tank-tee,Sleeveless Flared Printed Tank Tee,Style Size,XS,,,,,ZZ09293-XS,,,Shop location,0,0,0,2,2
1261,sleeveless-flared-printed-tank-tee,Sleeveless Flared Printed Tank Tee,Style Size,S,,,,,ZZ09293-S,,,Shop location,0,0,0,2,2
1262,sleeveless-flared-printed-tank-tee,Sleeveless Flared Printed Tank Tee,Style Size,M,,,,,ZZ09293-M,,,Shop location,0,0,0,1,1
1263,sleeveless-flared-printed-tank-tee,Sleeveless Flared Printed Tank Tee,Style Size,L,,,,,ZZ09293-L,,,Shop location,0,0,0,4,4
1264,sleeveless-flared-printed-tank-tee,Sleeveless Flared Printed Tank Tee,Style Size,XL,,,,,ZZ09293-XL,,,Shop location,0,0,0,1,1
1265,sleeveless-flared-printed-tank-tee,Sleeveless Flared Printed Tank Tee,Style Size,XXL,,,,,ZZ09293-XXL,,,Shop location,0,0,0,0,0
1266,yellow-basic-crew-neck-tshirt,Yellow Basic Crew Neck Tshirt,Style Size,XS,,,,,ZZ09271-XS,,,Shop location,0,0,0,2,2
1267,yellow-basic-crew-neck-tshirt,Yellow Basic Crew Neck Tshirt,Style Size,S,,,,,ZZ09271-S,,,Shop location,0,0,0,6,6
1268,yellow-basic-crew-neck-tshirt,Yellow Basic Crew Neck Tshirt,Style Size,M,,,,,ZZ09271-M,,,Shop location,0,0,0,5,5
1269,yellow-basic-crew-neck-tshirt,Yellow Basic Crew Neck Tshirt,Style Size,L,,,,,ZZ09271-L,,,Shop location,0,0,0,4,4
1270,yellow-basic-crew-neck-tshirt,Yellow Basic Crew Neck Tshirt,Style Size,XL,,,,,ZZ09271-XL,,,Shop location,0,0,0,8,8
1271,yellow-basic-crew-neck-tshirt,Yellow Basic Crew Neck Tshirt,Style Size,XXL,,,,,ZZ09271-XXL,,,Shop location,0,0,0,2,2
1272,bodycon-green-printed-midi-skirt,Bodycon Green Printed Midi Skirt,Style Size,XS,,,,,ZZ09329-XS,,,Shop location,0,0,0,7,7
1273,bodycon-green-printed-midi-skirt,Bodycon Green Printed Midi Skirt,Style Size,S,,,,,ZZ09329-S,,,Shop location,0,0,0,11,11
1274,bodycon-green-printed-midi-skirt,Bodycon Green Printed Midi Skirt,Style Size,M,,,,,ZZ09329-M,,,Shop location,0,0,2,9,11
1275,bodycon-green-printed-midi-skirt,Bodycon Green Printed Midi Skirt,Style Size,L,,,,,ZZ09329-L,,,Shop location,0,0,0,7,7
1276,bodycon-green-printed-midi-skirt,Bodycon Green Printed Midi Skirt,Style Size,XL,,,,,ZZ09329-XL,,,Shop location,0,0,0,5,5
1277,bodycon-green-printed-midi-skirt,Bodycon Green Printed Midi Skirt,Style Size,XXL,,,,,ZZ09329-XXL,,,Shop location,0,0,0,5,5
1278,check-printed-shift-dress,Check Printed Shift Dress,Style Size,XS,,,,,ZZ09270-XS,,,Shop location,0,0,0,2,2
1279,check-printed-shift-dress,Check Printed Shift Dress,Style Size,S,,,,,ZZ09270-S,,,Shop location,0,0,0,6,6
1280,check-printed-shift-dress,Check Printed Shift Dress,Style Size,M,,,,,ZZ09270-M,,,Shop location,0,0,0,6,6
1281,check-printed-shift-dress,Check Printed Shift Dress,Style Size,L,,,,,ZZ09270-L,,,Shop location,0,0,0,10,10
1282,check-printed-shift-dress,Check Printed Shift Dress,Style Size,XL,,,,,ZZ09270-XL,,,Shop location,0,0,0,3,3
1283,check-printed-shift-dress,Check Printed Shift Dress,Style Size,XXL,,,,,ZZ09270-XXL,,,Shop location,0,0,0,0,0
1284,contrast-buttoned-orange-shirt,Contrast Buttoned Orange Shirt,Style Size,XS,,,,,ZZ09310-XS,,,Shop location,0,0,0,0,0
1285,contrast-buttoned-orange-shirt,Contrast Buttoned Orange Shirt,Style Size,S,,,,,ZZ09310-S,,,Shop location,0,0,0,2,2
1286,contrast-buttoned-orange-shirt,Contrast Buttoned Orange Shirt,Style Size,M,,,,,ZZ09310-M,,,Shop location,0,0,0,4,4
1287,contrast-buttoned-orange-shirt,Contrast Buttoned Orange Shirt,Style Size,L,,,,,ZZ09310-L,,,Shop location,0,0,0,0,0
1288,contrast-buttoned-orange-shirt,Contrast Buttoned Orange Shirt,Style Size,XL,,,,,ZZ09310-XL,,,Shop location,0,0,0,0,0
1289,contrast-buttoned-orange-shirt,Contrast Buttoned Orange Shirt,Style Size,XXL,,,,,ZZ09310-XXL,,,Shop location,0,0,0,0,0
1290,flared-sleeve-front-detailed-printed-top,Flared Sleeve Front Detailed Printed Top,Style Size,XS,,,,,ZZ09265-XS,,,Shop location,0,0,0,3,3
1291,flared-sleeve-front-detailed-printed-top,Flared Sleeve Front Detailed Printed Top,Style Size,S,,,,,ZZ09265-S,,,Shop location,0,0,0,4,4
1292,flared-sleeve-front-detailed-printed-top,Flared Sleeve Front Detailed Printed Top,Style Size,M,,,,,ZZ09265-M,,,Shop location,0,0,0,0,0
1293,flared-sleeve-front-detailed-printed-top,Flared Sleeve Front Detailed Printed Top,Style Size,L,,,,,ZZ09265-L,,,Shop location,0,0,0,0,0
1294,flared-sleeve-front-detailed-printed-top,Flared Sleeve Front Detailed Printed Top,Style Size,XL,,,,,ZZ09265-XL,,,Shop location,0,0,0,0,0
1295,flared-sleeve-front-detailed-printed-top,Flared Sleeve Front Detailed Printed Top,Style Size,XXL,,,,,ZZ09265-XXL,,,Shop location,0,0,0,0,0
1296,half-sleeve-curved-vneck-black-top,Half Sleeve Curved Vneck Black Top,Style Size,XS,,,,,ZZ09267-XS,,,Shop location,0,0,0,0,0
1297,half-sleeve-curved-vneck-black-top,Half Sleeve Curved Vneck Black Top,Style Size,S,,,,,ZZ09267-S,,,Shop location,0,0,0,3,3
1298,half-sleeve-curved-vneck-black-top,Half Sleeve Curved Vneck Black Top,Style Size,M,,,,,ZZ09267-M,,,Shop location,0,0,0,7,7
1299,half-sleeve-curved-vneck-black-top,Half Sleeve Curved Vneck Black Top,Style Size,L,,,,,ZZ09267-L,,,Shop location,0,0,0,0,0
1300,deep-vneck-long-sleeve-purple-tshirt,Deep Vneck Long Sleeve Purple Tshirt,Style Size,XS,,,,,ZZ09278-XS,,,Shop location,0,0,0,2,2
1301,deep-vneck-long-sleeve-purple-tshirt,Deep Vneck Long Sleeve Purple Tshirt,Style Size,S,,,,,ZZ09278-S,,,Shop location,0,0,0,2,2
1302,deep-vneck-long-sleeve-purple-tshirt,Deep Vneck Long Sleeve Purple Tshirt,Style Size,M,,,,,ZZ09278-M,,,Shop location,0,0,0,6,6
1303,deep-vneck-long-sleeve-purple-tshirt,Deep Vneck Long Sleeve Purple Tshirt,Style Size,L,,,,,ZZ09278-L,,,Shop location,0,0,0,3,3
1304,deep-vneck-long-sleeve-purple-tshirt,Deep Vneck Long Sleeve Purple Tshirt,Style Size,XL,,,,,ZZ09278-XL,,,Shop location,0,0,0,1,1
1305,deep-vneck-long-sleeve-purple-tshirt,Deep Vneck Long Sleeve Purple Tshirt,Style Size,XXL,,,,,ZZ09278-XXL,,,Shop location,0,0,0,2,2
